施設名,住所,評価 (5点満点),混雑状況 (😄空いている、😃やや空いている、😐普通、😰やや混雑、🥵混雑),営業時間,価格,アクセス,公式HP
岩盤健康革命（岩盤浴なごみsalasala）,岡山県倉敷市吉岡295,0.0点,"2021/10/21(木) 15:00更新 / [{'館内全体': '😰'}, {'男性エリア': '😄'}, {'女性エリア': '😄'}]",～21:00(最終受付19:00),"【90分入浴】1,848円（手ぶらセットレンタル付き）

作務衣(フリーサイズ)6,600円
作務衣(Lサイズ・3Lサイズ)7,700円
バスタオル 2,200円
フェイスタオル 550円


月額会員料金はこちら",2号線笹沖交差点から南へ車で3分,https://www.salasala-k.com/
